,name,image_url,description,website,linkedin,crunchbase_url,headquarters_location
790,Frontgate Management,https://images.crunchbase.com/image/upload/t_cb-default-original/ed2hrukmmbenb9nnzgkr,"Frontgate Management offers real estate services, focusing on property management for residents and tenants.",https://frontgateny.com,https://www.linkedin.com/company/frontgate-management-inc.,https://www.crunchbase.com/organization/frontgate-management,"Brooklyn, New York, United States, North America"
791,Minsky & Cottone CPAs,https://images.crunchbase.com/image/upload/t_cb-default-original/o7flekmvpnwpnpiafzbb,Minksy & Cottone CPA's offers personalized financial services like bookkeeping and audit assistance.,https://mccopc.com,,https://www.crunchbase.com/organization/minsky-cottone-cpas,"Garden City, New York, United States, North America"
792,Ontario Neurologists Association,https://images.crunchbase.com/image/upload/t_cb-default-original/zwkz47pgactvobbomgrg,Ontario Neurology Assoc. offers neurology and clinical neurophysiology services with board-certified specialists.,https://www.ontarioneurologyassociates.com,,https://www.crunchbase.com/organization/ontario-neurologists-association,"Canandaigua, New York, United States, North America"
793,Game Devs of Color Expo,https://images.crunchbase.com/image/upload/t_cb-default-original/x6mtxu6ykjotoybsn0uz,"Game Devs of Color Expo amplifies the creative power of people of color in gaming through events, panels, and a job board.",https://www.gamedevsofcolorexpo.com,,https://www.crunchbase.com/organization/game-devs-of-color-expo,"Brooklyn, New York, United States, North America"
794,Bristol Pay,https://images.crunchbase.com/image/upload/t_cb-default-original/xwopiggk0laz4ydjwfoq,Bristol Pay is a payment platform that generates funds for local community and environment projects.,https://bristolpay.org.uk/,,https://www.crunchbase.com/organization/bristol-pay,"Bristol, Bristol, City of, United Kingdom, Europe"
795,Laromacorp Funding,https://images.crunchbase.com/image/upload/t_cb-default-original/wbc2ns4jg1nuzcdzwawj,Laromacorp Funding is a loan agency that offers funding services for small to large businesses.,https://laromacorpfunding.com,https://www.linkedin.com/company/laromacorp-funding,https://www.crunchbase.com/organization/laromacorp-funding,"New York, New York, United States, North America"
796,Nalod Associates,,"Nalod Associates offers web development, design, and hosting services.",https://www.nalod.com,https://www.linkedin.com/company/nalod-associates-llc/about/,https://www.crunchbase.com/organization/nalod-associates,"West Nyack, New York, United States, North America"
797,Alar Pargulf Construction Services,https://images.crunchbase.com/image/upload/t_cb-default-original/cc6wiejandju1twzx0xz,"Alar Pargulf Construction Svcs. Inc. offers quality assurance, site safety support, and specialized safety training programs.",http://www.alarpargulfconstruction.com,,https://www.crunchbase.com/organization/alar-pargulf-construction-svcs-inc,"Brooklyn, New York, United States, North America"
798,Commodity Talent,https://images.crunchbase.com/image/upload/t_cb-default-original/en3s6hnplcckicvxhsqk,Commodity Talent LLC specializes in executive search and consulting for the commodity markets.,http://commoditytalent.com,,https://www.crunchbase.com/organization/commodity-talent,"New York, New York, United States, North America"
799,"Kyle F Lester, CPA, PC",https://images.crunchbase.com/image/upload/t_cb-default-original/uqvtu1ntlqcjqm9qkigs,"Kyle F Lester Cpapc provides tax, accounting, and business consulting services.",https://www.kylelester.net,,https://www.crunchbase.com/organization/kyle-f-lester-cpa-pc,"Melville, New York, United States, North America"
800,Coral Blocks,https://images.crunchbase.com/image/upload/t_cb-default-original/h3wt3dbneqgr7fo4olqg,Coral Blocks develops middleware software like CoralSequencer and CoralQueue for efficient inter-thread communication.,https://www.coralblocks.com,https://www.linkedin.com/company/coralblocks,https://www.crunchbase.com/organization/coral-blocks,"New City, New York, United States, North America"
801,Dark Tech Effects,https://images.crunchbase.com/image/upload/t_cb-default-original/rhsudpumc3eg6fasdkvv,"Dark Tech Effects provides show control, lighting, and audiovisual effects services for the themed attraction industry.",https://darktecheffects.com,https://www.linkedin.com/company/darktecheffects/,https://www.crunchbase.com/organization/dark-tech-effects,"Valhalla, New York, United States, North America"
802,CHOCHENG,https://images.crunchbase.com/image/upload/t_cb-default-original/gyadbbop4grrwyeprtdo,"CHOCHENG specializes in hand-sewn womenswear, focusing on sustainability and traditional tailoring.",https://www.chocheng.com,https://www.linkedin.com/company/chocheng/,https://www.crunchbase.com/organization/chocheng,"New York, New York, United States, North America"
803,Foundation for Wellness Professionals,https://images.crunchbase.com/image/upload/t_cb-default-original/duabftkzswnc9c9qzh4c,Foundation for Wellness Professionals offers health education and preventive care seminars by healthcare professionals.,https://www.wellnessspeakers.org,https://www.linkedin.com/company/foundation-for-wellness-professionals/,https://www.crunchbase.com/organization/foundation-for-wellness-professionals,"Flushing, New York, United States, North America"
804,Crossdale Search,https://images.crunchbase.com/image/upload/t_cb-default-original/jjmcntsyzinn8yetfltx,Crossdale Search is a legal and executive search firm that offers recruitment services.,https://www.crossdalesearch.com,https://www.linkedin.com/company/crossdalesearch/,https://www.crunchbase.com/organization/crossdale-search,"New York, New York, United States, North America"
805,Brass Tacs Real Estate,https://images.crunchbase.com/image/upload/t_cb-default-original/o3dqdridquu0hifiibgf,"Brass Tacs Real Estate Co. offers residential and commercial real estate services, including property listings and market analysis.",https://brasstacsrealestate.com,https://www.linkedin.com/company/brass-tacs-real-estate-company,https://www.crunchbase.com/organization/brass-tacs-real-estate,"Schenectady, New York, United States, North America"
806,Sayda,https://images.crunchbase.com/image/upload/t_cb-default-original/l3letq8tw9g6mywydr2h,"Sayda is an apparel company that supplies stonecut, capsule dresses, and scarves for women.",https://shopsayda.com,,https://www.crunchbase.com/organization/sayda,"Brooklyn, New York, United States, North America"
807,Landmark Strategy Group,https://images.crunchbase.com/image/upload/t_cb-default-original/b0u4r6l8rrab4v2frj1e,Landmark Strategy Group is a management firm that specializes in passively purchasing non-performing credit cards.,https://thelandmarkcorp.com,https://www.linkedin.com/company/landmark-strategy-group,https://www.crunchbase.com/organization/landmark-strategy-group,"West Nyack, New York, United States, North America"
808,Rubin Team,https://images.crunchbase.com/image/upload/t_cb-default-original/xdcq8whlqabpgds7ll8o,"Rubin Team specializes in NYC residential property sales, focusing on client relationships to achieve real estate goals.",https://rubinteam.com,,https://www.crunchbase.com/organization/rubin-team,"New York, New York, United States, North America"
809,Coast Capital Savings,https://images.crunchbase.com/image/upload/t_cb-default-original/ivjspy6jbdpx7jjc3zpz,Coast Capital Savings is a company that specializes in online banking services for individuals and businesses.,https://www.coastcapitalsavings.com,https://www.linkedin.com/company/coast-capital-savings,https://www.crunchbase.com/organization/coast-capital-savings,"Surrey, British Columbia, Canada, North America"
810,Maverick Funding,https://images.crunchbase.com/image/upload/t_cb-default-original/jwrff1kejaqjezpempup,"Maverick Funding offers fast, unsecured working capital for small businesses, investing its own money to support growth.",https://www.mavfunding.com,https://www.linkedin.com/company/maverick-funding-llc,https://www.crunchbase.com/organization/maverick-funding,"Fresh Meadows, New York, United States, North America"
811,Uptown Cloud,https://images.crunchbase.com/image/upload/t_cb-default-original/upxkzro59t2ak1ezbswx,Uptown Cloud LLC offers IT consulting and private cloud hosting services for mid-size businesses.,https://www.uptowncloud.com,,https://www.crunchbase.com/organization/uptown-cloud,"New York, New York, United States, North America"
812,First Look Alliance,https://images.crunchbase.com/image/upload/t_cb-default-original/cnzlypmtnwgng272augq,"First Look Alliance offers advisory services, asset management, and technology development in finance and energy sectors.",https://www.firstlookalliance.com,,https://www.crunchbase.com/organization/first-look-alliance,"New York, New York, United States, North America"
813,Mona Electric Group,,"Mona Electric Group is a construction company providing electrical, video, and security services.",http://getmona.com,https://www.linkedin.com/company/mona-electric-group-inc,https://www.crunchbase.com/organization/mona-electric-group-inc,"Clinton, Maryland, United States, North America"
814,RELAX The Spa,https://images.crunchbase.com/image/upload/t_cb-default-original/zanqavi5dm96olvjzxxu,RELAX The Spa is a welness center.,http://www.rochester.relaxthespa.com,https://www.linkedin.com/company/relaxthespa/,https://www.crunchbase.com/organization/relax-the-spa,"New York, New York, United States, North America"
815,Films Leather Jacket,https://images.crunchbase.com/image/upload/t_cb-default-original/czi5rwdywfw12mbneqrv,Best Leather Jacket,https://filmsleatherjacket.com/,,https://www.crunchbase.com/organization/films-leather-jacket,"New York, New York, United States, North America"
816,Colonnade Management,https://images.crunchbase.com/image/upload/t_cb-default-original/fjmfckynxhi4vhbtvput,"Colonnade Management oversees real estate, focusing on tenant needs and high standards in property management.",https://www.colmgmt.com,https://www.linkedin.com/company/colonade-management-inc,https://www.crunchbase.com/organization/colonnade-management,"New York, New York, United States, North America"
817,The MediMatrix Group,https://images.crunchbase.com/image/upload/t_cb-default-original/epjh7euv7zpknghvkepc,The MediMatrix Group provides patient care and healthcare consulting services through in-house legal and attorneys.,https://www.medimatrixny.com,https://www.linkedin.com/company/medimatrix-ny,https://www.crunchbase.com/organization/the-medimatrix-group,"Astoria, New York, United States, North America"
818,Jacoby Enterprise,https://images.crunchbase.com/image/upload/t_cb-default-original/ksraejxgtb0art6ru7kk,Jacoby Enterprise imports and manufactures genuine and synthetic gemstones for jewelry production.,https://www.jacobygems.com,https://www.linkedin.com/company/jacoby-enterprises-llc/,https://www.crunchbase.com/organization/jacoby-enterprise,"Brooklyn, New York, United States, North America"
819,ISS Associates,https://images.crunchbase.com/image/upload/t_cb-default-original/ttt3tpsdnn9tibqtlgoy,"ISS Associates specializes in investigations, advanced security, tactical, and anti-terror training.",https://www.issassociates.com,,https://www.crunchbase.com/organization/iss-associates,"Somers, New York, United States, North America"
820,ANAX Real Estate Partners,https://images.crunchbase.com/image/upload/t_cb-default-original/rajwclcfjua1wim25e9x,"Anax Real Estate Partners focuses on construction, development, and finance in real estate.",https://anaxrep.com ,https://www.linkedin.com/company/anax-real-estate-partners ,https://www.crunchbase.com/organization/anax-real-estate-partners,"New York, New York, United States, North America"
821,Institutional Commodity Services,https://images.crunchbase.com/image/upload/t_cb-default-original/ahfi8ht8lagjeap6gapv,Institutional Commodity Services connects NY tri-state area Catholic entities with vendors for commodities and services.,https://www.nyics.org,https://www.linkedin.com/company/institutional-commodity-services-corporation,https://www.crunchbase.com/organization/institutional-commodity-services,"New York, New York, United States, North America"
822,Longe Magazine,https://images.crunchbase.com/image/upload/t_cb-default-original/qaic5zfenso5m7v7zewa,"Longe Magazine offers business, fashion, and entertainment updates, music promotions, and social media marketing services.",https://www.longemagazine.com,https://www.linkedin.com/company/longemag,https://www.crunchbase.com/organization/longe-magazine,"New York, New York, United States, North America"
823,Sanaga Labs,,"Sanaga Labs offers cybersecurity consulting services, specializing in software security, cryptography, and security protocols.",http://www.sanagalabs.com,,https://www.crunchbase.com/organization/sanaga-labs,"New York, New York, United States, North America"
824,Mighty Real Agency,https://images.crunchbase.com/image/upload/t_cb-default-original/konohrk8vhkchrfiv9cb,"Mighty Real Agency offers LGBT-focused marketing, promotion, and PR for the music and entertainment industry.",http://mightyrealagency.com,https://www.linkedin.com/company/mighty-real-agency,https://www.crunchbase.com/organization/mighty-real-agency,"New York, New York, United States, North America"
825,Riverdale Dental Center,https://images.crunchbase.com/image/upload/t_cb-default-original/fvhu3jvqsrb4mygigdyx,"Riverdale Dental Center offers cleanings, root canal treatment, and cosmetic whitening services.",https://www.riverdaledentalcenter.com,,https://www.crunchbase.com/organization/riverdale-dental-center,"Riverdale, Georgia, United States, North America"
826,profs,https://images.crunchbase.com/image/upload/t_cb-default-original/nrmotyeq8wyzpvknme1t,Profs is a managed marketplace created to help startups connect with vetted sales talent and sales services.,https://www.profs.co,https://www.linkedin.com/company/profs-co,https://www.crunchbase.com/organization/profs,"Brooklyn, New York, United States, North America"
827,Long Island Obesity Surgery,https://images.crunchbase.com/image/upload/t_cb-default-original/jiquejla2lzcd57k8rep,Long Island Obesity Surgery is a medical practice that offers bariatric and weight loss surgery services.,https://www.liobesitysurgery.com,http://www.linkedin.com/company/long-island-obesity-surgery-pc/,https://www.crunchbase.com/organization/long-island-obesity-surgery,"Huntington, New York, United States, North America"
828,Keystone Global Network,https://images.crunchbase.com/image/upload/t_cb-default-original/vxiuorygq3mrydcwrcyn,"Keystone Global Network is an education consultancy that specializes in career counseling, scholarships, and visa application services.",https://www.keystoneglobalnetwork.com,https://www.linkedin.com/company/keystone-global-network,https://www.crunchbase.com/organization/keystone-global-network,"Singapore, Central Region, Singapore, Asia"
829,Climate Core Capital,https://images.crunchbase.com/image/upload/t_cb-default-original/f768zkupvasecx3bnfx7,Climate Core Capital LLC is a real estate investment management firm focusing on climate risk mitigation strategies.,https://www.climatecorecapital.com,https://www.linkedin.com/company/climate-core-capital/,https://www.crunchbase.com/organization/climate-core-capital,"New York, New York, United States, North America"
830,Prime Credit Group,https://images.crunchbase.com/image/upload/t_cb-default-original/ghjbo9nniziud48gsysa,"Our unique insights and unwavering conviction create a powerful catalyst, fueling growth and unlocking potential.",https://primecreditgroup.com/,,https://www.crunchbase.com/organization/prime-credit-group,"Brooklyn, New York, United States, North America"
831,Lane 529,https://images.crunchbase.com/image/upload/t_cb-default-original/klo8eiwc2g7ldmwqlx2o,"Lane 529 is an advertising agency that provides CRM, social media, digital, and content marketing services.",https://lane529.com,https://www.linkedin.com/company/lane529,https://www.crunchbase.com/organization/lane-529,"New York, New York, United States, North America"
832,Affinitely,https://images.crunchbase.com/image/upload/t_cb-default-original/dqd9z5d6wgvuijmhpajm,Affinitely is a comprehensive affiliate marketing platform that helps brands gain traction through referral programs and rewards automation.,,https://www.linkedin.com/company/affinitely/,https://www.crunchbase.com/organization/affinitely,"New York, New York, United States, North America"
833,Ecomsolo,https://images.crunchbase.com/image/upload/t_cb-default-original/yl0lypt2ca6ydwp52hq2,"Ecomsolo offers software for managing multiple Shopify stores, creating custom reports, and analyzing sales data.",https://ecomsolo.com,https://www.linkedin.com/company/ecomsolo,https://www.crunchbase.com/organization/ecomsolo,"New York, New York, United States, North America"
834,East Brooklyn Congregations,https://images.crunchbase.com/image/upload/t_cb-default-original/ohzzlsfysrwls15gufab,East Brooklyn Congregations is a non-profit organization that works to resolve housing affordability crisis and other issues.,https://www.ebc-iaf.org/,,https://www.crunchbase.com/organization/east-brooklyn-congregations,"Brooklyn, New York, United States, North America"
835,MMJ Appraisal Management,https://images.crunchbase.com/image/upload/t_cb-default-original/zy8zu9vyewgt75lsnasy,MMJ Appraisal Management is a residential real estate appraisal management company providing valuation services.,https://www.mmjappl.com,,https://www.crunchbase.com/organization/mmj-appraisal-management,"New York, New York, United States, North America"
836,The Mark Anthony Group,https://images.crunchbase.com/image/upload/t_cb-default-original/qqmy4mcjvqimyrwm6x21,"The Mark Anthony Group offers asset protection, retirement insurance, life insurance, income insurance, and tax planning services.",https://www.themarkanthonygroup.com,,https://www.crunchbase.com/organization/the-mark-anthony-group,"Florida, New York, United States, North America"
837,CDS Engineering,https://images.crunchbase.com/image/upload/t_cb-default-original/brdvxxugofduzpeebmvm,CDS Engineering is a consulting engineering firm that specialises in work for industrial and manufacturing companies.,https://cds-engineering.com,https://www.linkedin.com/company/cds-engineering-company,https://www.crunchbase.com/organization/cds-engineering,"Fenton, Missouri, United States, North America"
838,Lincoln Transportation Insurance Brokers,https://images.crunchbase.com/image/upload/t_cb-default-original/gbhafmse5xad5baa4jh4,"Lincoln Transportation Insurance Brokers, Inc. offers specialized insurance for the transportation industry.",http://www.lincolnins.com,https://www.linkedin.com/company/transrail-associates-llc/,https://www.crunchbase.com/organization/lincoln-transportation-insurance-brokers,"Oriskany, New York, United States, North America"
839,Klyman Financial,https://images.crunchbase.com/image/upload/t_cb-default-original/de5yf0tpau5jyd8igftw,"Klyman Financial offers wealth management, financial planning, and cash flow management services.",https://www.klymanfinancial.com,https://www.linkedin.com/company/klyman-financial-llc,https://www.crunchbase.com/organization/klyman-financial,"New York, New York, United States, North America"
840,National Law Enforcement Associates,https://images.crunchbase.com/image/upload/t_cb-default-original/bfyipyeqdquxjhi9dgco,National Law Enforcement Associates is a non-profit supporting law enforcement professionals with resources and networking.,https://www.nationallaw.org,https://www.linkedin.com/company/national-law-enforcement-associates-inc,https://www.crunchbase.com/organization/national-law-enforcement-associates,"Malverne, New York, United States, North America"
841,Covington Commercial Realty,https://images.crunchbase.com/image/upload/t_cb-default-original/xuvbjfklbjvm7e6thdoe,"Covington Commercial Realty offers commercial real estate services including buying, selling, and leasing properties.",https://www.covingtoncr.com,https://www.linkedin.com/company/covingtoncommercialrealestate,https://www.crunchbase.com/organization/covington-commercial-realty,"Brewster, New York, United States, North America"
842,The Bronx Cooperative Development Initiative,https://images.crunchbase.com/image/upload/t_cb-default-original/gbncaplrrgy7ahgse653,The Bronx Cooperative Development Initiative is an economic development organization that implements shared wealth strategies.,https://bcdi.nyc,http://www.linkedin.com/company/bronx-cooperative-development-initiative,https://www.crunchbase.com/organization/the-bronx-cooperative-development-initiative,"Bronx, New York, United States, North America"
843,Contemporary Credit Club,https://images.crunchbase.com/image/upload/t_cb-default-original/ha5vlzwjdhyx2w7dkm3i,Contemporary Credit Club is a not-for-profit for financial services networking.,https://www.contemporarycreditclub.org,,https://www.crunchbase.com/organization/contemporary-credit-club,"New York, New York, United States, North America"
844,Perfect Productions,https://images.crunchbase.com/image/upload/t_cb-default-original/hyuktiksaeo4mfsmhkmy,Perfect Productions is an entertainment company that provides theatres and corporate events services.,https://www.perfectproductionsuk.com,,https://www.crunchbase.com/organization/perfect-productions,"Norwich, Norfolk, United Kingdom, Europe"
845,Quality PC Training,https://images.crunchbase.com/image/upload/t_cb-default-original/mx1o474woytbx0hcuyft,"Quality PC Training specializes in computer skills education, offering courses on software and programming.",https://www.qpct.net,https://www.linkedin.com/company/quality-pc-training,https://www.crunchbase.com/organization/quality-pc-training,"Hamburg, New York, United States, North America"
846,Thinktown Education,https://images.crunchbase.com/image/upload/t_cb-default-original/dy7eeuy8av02gtpezb9j,Thinktown Education is an educational consulting firm that offers college admission counseling and subject-based advice services.,https://www.thinktown.com,https://www.linkedin.com/company/thinktowneducation,https://www.crunchbase.com/organization/thinktown-education,"New York, New York, United States, North America"
847,Lewandowski & Daughter Tax Service,,Lewandowski & Daughter Tax Service offers tax preparation and planning services for individuals and businesses.,https://www.vldtax.com,,https://www.crunchbase.com/organization/lewandowski-daughter-tax-service,"Garnerville, New York, United States, North America"
848,Blain Realty,https://images.crunchbase.com/image/upload/t_cb-default-original/wduoiqfhd9hbvfsb30cp,"Blain Realty offers residential real estate services for buying and selling homes, focusing on personalized client service.",https://blainrealtyinc.com,,https://www.crunchbase.com/organization/blain-realty,"Rochester, New York, United States, North America"
849,Höffner Online,https://images.crunchbase.com/image/upload/t_cb-default-original/anvw6mi863bsxdzm8nx0,Höffner is the retailer for furniture and kitchens.,https://www.hoeffner.de,https://www.linkedin.com/company/höffner-möbelgesellschaft-gmbh-&-co-kg,https://www.crunchbase.com/organization/höffner-online-gmbh,"Schönefeld, Brandenburg, Germany, Europe"
850,Lydia Liebman Promotions,https://images.crunchbase.com/image/upload/t_cb-default-original/nuhxxlwksx5yipgnoaey,"Lydia Liebman Promotions specializes in jazz music PR, artist promotion, and event publicity.",https://lydialiebman.com,,https://www.crunchbase.com/organization/lydia-liebman-promotions,"New York, New York, United States, North America"
851,The Wings Club Foundation,https://images.crunchbase.com/image/upload/t_cb-default-original/lnwgi6toiioaxys7v1f5,The Wings Club Foundation is a non-profit organization that develops facilities for aviation and aeronautics.,https://www.wingsclub.org,https://www.linkedin.com/company/the-wings-club-foundation-inc/,https://www.crunchbase.com/organization/the-wings-club-foundation,"New York, New York, United States, North America"
852,Capacity Consulting,https://images.crunchbase.com/image/upload/t_cb-default-original/fuk5ic6utl3eph85aqq0,"Capacity Consulting Inc. offers consulting services to enhance client success, including business plans and marketing strategies.",https://www.capacityconsultinginc.com,https://www.linkedin.com/company/capacity-consulting-inc-,https://www.crunchbase.com/organization/capacity-consulting,"Middletown, New York, United States, North America"
853,College Channel,https://images.crunchbase.com/image/upload/t_cb-default-original/vss5kyh7xf2onpmu6pcf,"Lerner & Esposito College Aid Consultants Inc. offers guidance on college admissions, test prep, and financial aid.",https://www.collegechannel.net,https://www.linkedin.com/company/lerner-and-esposito-college-consultants-inc.,https://www.crunchbase.com/organization/college-channel,"Commack, New York, United States, North America"
854,Managewize Solutions,https://images.crunchbase.com/image/upload/t_cb-default-original/elyjfd2nev6dzpe4ltd2,Managewize Solutions offers a custodial management platform to streamline facility maintenance with a mobile app.,https://www.managewize.com,,https://www.crunchbase.com/organization/managewize-solutions,"Montgomery, New York, United States, North America"
855,New York Burger,https://images.crunchbase.com/image/upload/t_cb-default-original/atlrzcflf5xx6uw5q4v6,"New York Burger Co. offers burgers made from all-natural Angus beef, chicken, and turkey, with no preservatives or hormones.",https://newyorkburgerco.com,https://www.linkedin.com/company/new-york-burger-co,https://www.crunchbase.com/organization/new-york-burger-co,"Brooklyn, New York, United States, North America"
856,pay it forward productions,https://images.crunchbase.com/image/upload/t_cb-default-original/rerosolytf60ymxmju5q,Film and Television Production company,http://payitforward.works,,https://www.crunchbase.com/organization/pay-it-forward-productions,"New York, New York, United States, North America"
857,CVC Wallet,,CVC Wallet is an online digital wallet platform that offers virtual card services.,https://cvcwallet.com,https://www.linkedin.com/company/cvc-wallet,https://www.crunchbase.com/organization/cvc-wallet,"Melville, New York, United States, North America"
858,AMEND,https://images.crunchbase.com/image/upload/t_cb-default-original/qnmeyi53kbmu7ucqcz33,"AMEND provides data analytics, business intelligence, training, logistics, supply chain and consulting services.",https://amendllc.com/,https://www.linkedin.com/company/amend/,https://www.crunchbase.com/organization/amend,"Cincinnati, Ohio, United States, North America"
859,Cannon Hill Capital Partners,https://images.crunchbase.com/image/upload/t_cb-default-original/ehptxz4okz1anhqv5hfs,"Cannon Hill Capital Partners is a real estate company offering property management, development, and investment services.",https://cannonhillcap.com,https://www.linkedin.com/company/cannon-hill-capital-partners-llc,https://www.crunchbase.com/organization/cannon-hill-capital-partners,"New York, New York, United States, North America"
860,Amplifi Payment Systems,https://images.crunchbase.com/image/upload/t_cb-default-original/knxkdollnqdcqlk8popd,"Amplifi Payment Systems optimizes business credit card processing, offering safer, faster, cost-efficient solutions.",https://amplifipaymentsystems.com,https://www.linkedin.com/company/premier-payments-llc,https://www.crunchbase.com/organization/amplifi-payment-systems,"Holbrook, New York, United States, North America"
861,Miss Smith,https://images.crunchbase.com/image/upload/t_cb-default-original/emyt23gf24zed8nfjezs,"Miss Smith is a talent management company that provides academy films, station films, and electric theatre collective services.",https://www.miss-smith.tv/,https://www.linkedin.com/company/miss-smith-inc.,https://www.crunchbase.com/organization/miss-smith,"New York, New York, United States, North America"
862,B'Above,https://images.crunchbase.com/image/upload/t_cb-default-original/vxbnvkuo4ybbza5wjcak,"B'Above Worldwide Institute offers early childhood education programs, focusing on nutrition, learning, and family convenience.",https://www.babove.com,https://www.linkedin.com/company/insideout-training-and-coaching,https://www.crunchbase.com/organization/b-above,"Richmond Hill, New York, United States, North America"
863,West-Fair Electric Contractors,https://images.crunchbase.com/image/upload/t_cb-default-original/f8wclkxk2tf0ccu0lsy2,West-Fair Electric Contractors offers electrical contracting services for various projects in the construction industry.,https://www.west-fair.com,https://www.linkedin.com/company/westfair-electric,https://www.crunchbase.com/organization/west-fair-electric-contractors,"Hawthorne, New York, United States, North America"
864,Get Me SEO,https://images.crunchbase.com/image/upload/t_cb-default-original/jlarsbxvn0hpjrixakow,"Get Me SEO is a digital marketing agency that offers SEO, website design, and content marketing services.",https://getmeseo.com,https://www.linkedin.com/company/get-me-seo,https://www.crunchbase.com/organization/get-me-seo,"New York, New York, United States, North America"
865,Rovazo Realty Group,https://images.crunchbase.com/image/upload/t_cb-default-original/bji2gtkjjf9rmcbuerfq,"Rovazo Realty Group LLC is a full-service real estate brokerage, offering buying, selling, and leasing services.",http://rovazorealty.com,,https://www.crunchbase.com/organization/rovazo-realty-group,"Brooklyn, New York, United States, North America"
866,Vistaza,https://images.crunchbase.com/image/upload/t_cb-default-original/lshtjbyqaucjy2llqems,Vistaza is a manufacturer of sound-control uPVC windows for the construction sector.,https://vistaza.com,https://www.linkedin.com/company/vistaza,https://www.crunchbase.com/organization/vistaza,"Brooklyn, New York, United States, North America"
867,Five Boro Mold Specialist,https://images.crunchbase.com/image/upload/t_cb-default-original/qvakt1fwtiikg9z1tj94,"Five Boro Mold Specialist offers mold inspection, testing, and remediation, focusing on identifying and eliminating mold sources.",https://www.fiveboromoldspecialist.com,https://www.linkedin.com/company/five-boro-mold-specialist,https://www.crunchbase.com/organization/five-boro-mold-specialist,"Brooklyn, New York, United States, North America"
868,S. Sunshine & Associates,https://images.crunchbase.com/image/upload/t_cb-default-original/dolaatfay2es2kuamaax,"S Sunshine & Assoc. LLC offers real estate services focused on nonprofits and social impact sectors, with a commitment to giving back.",https://www.sunshineassoc.com,https://www.linkedin.com/company/sunshine-&-associates/,https://www.crunchbase.com/organization/s-sunshine-associates,"New York, New York, United States, North America"
869,GIGZ France,https://images.crunchbase.com/image/upload/t_cb-default-original/acporbx2bgwlfomhpx88,"GIGZ France engages in marketing, advertising, and consulting services.",https://gigz.fr,https://www.linkedin.com/company/gigz-france,https://www.crunchbase.com/organization/gigz-france,"Paris, Ile-de-France, France, Europe"
870,Gotham Artists Creative,https://images.crunchbase.com/image/upload/t_cb-default-original/vct0j0p9ov6mzifigyp0,Gotham Creative is an advertising company offering innovative and client-focused creative services for events and projects.,https://www.gotham-creative.com,,https://www.crunchbase.com/organization/gotham-artists-creative,"Brooklyn, New York, United States, North America"
871,TCS Electronics,https://images.crunchbase.com/image/upload/t_cb-default-original/achyfesf0zhgqsblkzyr,"TCS Electronics specializes in electronic product manufacturing, design, and global supply chain management.",https://tcs-electronics.com,,https://www.crunchbase.com/organization/tcs-electronics,"Farmington, New York, United States, North America"
872,EnfraGen,https://images.crunchbase.com/image/upload/t_cb-default-original/bujcamslnpmbfkzznfyc,"EnfraGen is a developer, owner, and operator of energy transition assets.",https://enfragen.com/,https://www.linkedin.com/company/enfragen-llc,https://www.crunchbase.com/organization/enfragen,"New York, New York, United States, North America"
873,Hudson Spectacles,https://images.crunchbase.com/image/upload/t_cb-default-original/igvmzfjztsvjb4ygoqfw,"Hudson Spectacles specializes in comprehensive eye exams and boutique optical services, focusing on community-oriented, professional care.",https://www.hudsonspectacles.com,,https://www.crunchbase.com/organization/hudson-spectacles,"Nyack, New York, United States, North America"
874,JDS Home Buyers,https://images.crunchbase.com/image/upload/t_cb-default-original/o2ieixszzrbqrtgn8qf2,"Jds Home Buyers LLC buys, sells, rents, and develops real estate in Ulster, Dutchess, and Rockland County, NY.",http://www.jdshomebuyers.com,https://www.linkedin.com/company/jds-home-buyers-llc,https://www.crunchbase.com/organization/jds-home-buyers,"Pomona, New York, United States, North America"
875,T & T Medical Billing,,T & T Medical Billing offers Medicare and commercial telehealth claims services.,http://ttmedbill.com,https://www.linkedin.com/company/t-&-t-medical-billing,https://www.crunchbase.com/organization/t-t-medical-billing,"Chester, New York, United States, North America"
876,Top Balance Nutrition,https://images.crunchbase.com/image/upload/t_cb-default-original/joclr9xb147sqwwaiqkt,Top Balance Nutrition offers personalized nutrition and dietetics services for weight management and wellness.,https://www.topbalancenutrition.com,https://www.linkedin.com/company/top-balance-nutrition,https://www.crunchbase.com/organization/top-balance-nutrition,"New York, New York, United States, North America"
877,Belmont Eye Center,https://images.crunchbase.com/image/upload/t_cb-default-original/pf94mhmesicd0319cvwe,"Belmont Eye Center offers vision problem diagnosis and treatment, specializing in LASIK surgery.",https://www.belmonteyecenter.com,https://www.linkedin.com/company/belmont-eye-center,https://www.crunchbase.com/organization/belmont-eye-center,"New York, New York, United States, North America"
878,Apps Sensation,https://images.crunchbase.com/image/upload/t_cb-default-original/b2cmuwxbzagvpj2cyoya,"Apps Sensation specializes in ERP development, CRM development, app development, and web development services.",https://appssensation.com,https://www.linkedin.com/company/apps-sensation,https://www.crunchbase.com/organization/apps-sensation,"New York, New York, United States, North America"
